gene_id	gene_name	Minus_cre_p53mut	Plus_cre_p53mut
ENSMUSG00000057359	Gm17494	475.855	307.815
ENSMUSG00000057363	Uxs1	3281.772	2587.969
ENSMUSG00000057367	Birc2	2007.458	1615.515
ENSMUSG00000057370	Gm8724	10.596	1.02
ENSMUSG00000057375	Yipf1	2057.984	2128.001
ENSMUSG00000057378	Ryr3	23.623	4
ENSMUSG00000057381	Tas2r123	1	0
ENSMUSG00000057388	Mrpl18	2542.91	3292.948
ENSMUSG00000057396	Zfp759	208.682	113
ENSMUSG00000057400	Ces1c	184.238	0
ENSMUSG00000057402	Cldn34b2	2	0
ENSMUSG00000057406	Nsd2	6238.041	5703
ENSMUSG00000057409	Zfp53	1002	880.299
ENSMUSG00000057411	Antkmt	2892	2900.999
ENSMUSG00000057417	Dcpp3	0	0
ENSMUSG00000057421	Las1l	12094.999	7712
ENSMUSG00000057424	Or10d1c	0	0
ENSMUSG00000057425	Ugt2b37	27.869	0
ENSMUSG00000057439	Kir3dl2	0	0
ENSMUSG00000057440	Mpp7	1638.613	1584
ENSMUSG00000057443	Or2n1e	0	0
ENSMUSG00000057444	Or8b1d	1	0
ENSMUSG00000057446	Cts8	1	0
ENSMUSG00000057447	Or4c11c	2.215	0
ENSMUSG00000057454	Lypd3	295	501.992
ENSMUSG00000057455	Rit2	3	0
ENSMUSG00000057457	Phex	9	7
ENSMUSG00000057461	Or52s1b	11	0
ENSMUSG00000057464	Or6b2b	0	0
ENSMUSG00000057465	Saa2	15	16
ENSMUSG00000057469	E2f6	1632.999	1200.999
ENSMUSG00000057497	Fam136a	2389.605	2962.92
ENSMUSG00000057499	Gm6177	1.001	0
ENSMUSG00000057503	Or5b106	7.744	3
ENSMUSG00000057506	Bloc1s2	1636.645	2219.966
ENSMUSG00000057513	Vmn1r177	0	0
ENSMUSG00000057522	Spop	7803.001	4828
ENSMUSG00000057530	Ece1	9920.001	5775
ENSMUSG00000057531	Dtnbp1	2137.002	1977
ENSMUSG00000057534	Elobl	0	0
ENSMUSG00000057540	Or14c46	0	0
ENSMUSG00000057541	Pus7	2099.994	1336
ENSMUSG00000057551	Zfp317	2163.999	1506
ENSMUSG00000057554	Lgals8	4150.001	4313.999
ENSMUSG00000057561	Eif1a	12823.523	9126
ENSMUSG00000057564	Or4e1	3	1
ENSMUSG00000057572	Zbtb8os	2135.338	2186.764
ENSMUSG00000057577	Gm10025	0	0
ENSMUSG00000057580	Cox7c-ps1	62.508	5.486
ENSMUSG00000057592	Vmn1r48	0	0
ENSMUSG00000057594	Arl16	543	460
ENSMUSG00000057596	Trim30d	1383.815	1876.982
ENSMUSG00000057604	Lmcd1	142	79
ENSMUSG00000057605	Gm6807	75.234	4.772
ENSMUSG00000057606	Colq	13	1.65
ENSMUSG00000057609	Lce1a1	0	0
ENSMUSG00000057614	Gnai1	1517.709	179
ENSMUSG00000057615	Ldoc1	1	0
ENSMUSG00000057637	Prdm2	4298.993	3961
ENSMUSG00000057649	Brd9	1814.001	1399.001
ENSMUSG00000057650	Krtap19-2	0	0
ENSMUSG00000057654	Or2t47	2	0
ENSMUSG00000057657	Rps18-ps3	242.563	34.936
ENSMUSG00000057666	Gapdh	101206.076	145095.678
ENSMUSG00000057667	Bloc1s3	642	544.192
ENSMUSG00000057672	Pkn1	7738.976	6383.377
ENSMUSG00000057674	Gm11938	0	0
ENSMUSG00000057685	Gm8526	0	0
ENSMUSG00000057691	Zfp746	2098.004	1635.999
ENSMUSG00000057696	Rpl30-ps1	9.261	0
ENSMUSG00000057697	Vmn1r53	0	0
ENSMUSG00000057699	Tas2r131	0	0
ENSMUSG00000057706	Mex3b	436	131
ENSMUSG00000057710	9630041A04Rik	3	0
ENSMUSG00000057715	A830018L16Rik	9	2
ENSMUSG00000057716	Tmem178b	22.999	1
ENSMUSG00000057719	Sh3rf2	394	933
ENSMUSG00000057722	Lepr	1365.001	37
ENSMUSG00000057723	Krt33b	4.916	0
ENSMUSG00000057726	Serpinb9g	0	1
ENSMUSG00000057729	Prtn3	210.537	43.52
ENSMUSG00000057735	Or4c99	418.999	0
ENSMUSG00000057738	Sptan1	25954.042	17185.999
ENSMUSG00000057751	Megf6	73	20
ENSMUSG00000057754	Tas2r106	0	0
ENSMUSG00000057761	Or5m10b	0	0
ENSMUSG00000057762	Gm6169	39.1	21.435
ENSMUSG00000057766	Ankrd29	717	753
ENSMUSG00000057770	Or52n2c	2	0
ENSMUSG00000057777	Mab21l2	18.208	1
ENSMUSG00000057778	Cyb5d2	418.001	366
ENSMUSG00000057788	Ddx49	3517.688	3046.341
ENSMUSG00000057789	Bak1	4708.558	6574.818
ENSMUSG00000057801	Or2n1c	0	0
ENSMUSG00000057802	Gm10030	83.001	31
ENSMUSG00000057805	1700084M14Rik	0	0
ENSMUSG00000057816	Cfap299	6	1
ENSMUSG00000057817	Or5b96	4	0
ENSMUSG00000057818	1600029O15Rik	2	2
ENSMUSG00000057829	Gm5278	4.015	2.004
ENSMUSG00000057835	Zfp119a	291.785	208.65
ENSMUSG00000057836	Xlr3a	6.755	0
ENSMUSG00000057841	Rpl32	24911.835	22423.94
ENSMUSG00000057842	Zfp595	703.483	487.999
ENSMUSG00000057855	Krtap6-3	0	0
ENSMUSG00000057858	Fam204a	1411.868	1476.121
ENSMUSG00000057863	Rpl36	10156.425	7915.438
ENSMUSG00000057880	Abat	109	10
ENSMUSG00000057886	Cbx3-ps6	63.149	24.197
ENSMUSG00000057890	Or1x6	0	1
ENSMUSG00000057894	Zfp329	935.129	437.001
ENSMUSG00000057895	Zfp105	18.003	0
ENSMUSG00000057897	Camk2b	888.001	623
ENSMUSG00000057899	Adgrf2	7	2
ENSMUSG00000057903	Or11g24	0	0
ENSMUSG00000057913	Gm10032	1	0
ENSMUSG00000057914	Cacnb2	75.999	7
ENSMUSG00000057933	Gsta2	166.879	258.644
ENSMUSG00000057945	Gm17136	0	0
ENSMUSG00000057948	Unc13d	2386.905	2870.134
ENSMUSG00000057963	Itpk1	2734	1985
ENSMUSG00000057967	Fgf18	111	187
ENSMUSG00000057969	Sema3b	1116	1578
ENSMUSG00000057977	Skint11	3	0
ENSMUSG00000057981	Vmn1r12	2	2
ENSMUSG00000057982	Zfp809	6854.878	4416.999
ENSMUSG00000057990	Gm53055	2.047	1.033
ENSMUSG00000057997	Or13a26	1	0
ENSMUSG00000058005	Tdpoz3	0.5	0
ENSMUSG00000058006	Mdn1	3292.686	2238.001
ENSMUSG00000058013	Septin11	7703.895	8485.999
ENSMUSG00000058014	Or5p76	2	0
ENSMUSG00000058017	Serpinb3d	1.956	0
ENSMUSG00000058019	Ces5a	3	0
ENSMUSG00000058022	Adtrp	592	1629.999
ENSMUSG00000058028	Zscan5b	2	0
ENSMUSG00000058030	Vmn1r237	1	0
ENSMUSG00000058046	4933430I17Rik	11	10
ENSMUSG00000058050	Gm9234	17.101	0
ENSMUSG00000058052	Defb35	0	0
ENSMUSG00000058056	Palld	775	42
ENSMUSG00000058057	Mettl7a3	5.695	0
ENSMUSG00000058063	Trim31	5.311	0
ENSMUSG00000058064	Gm10036	296.379	92.497
ENSMUSG00000058070	Eml1	142.075	10
ENSMUSG00000058071	Or6c219	0	0
ENSMUSG00000058073	Gm11189	10.014	1.061
ENSMUSG00000058076	Sdhc	6762.001	6716
ENSMUSG00000058078	Or9i15-ps1	0	0
ENSMUSG00000058084	Or9k2	0	0
ENSMUSG00000058093	Zfp729b	784.054	742.788
ENSMUSG00000058099	Nfam1	200	21
ENSMUSG00000058101	1700084J12Rik	12.006	1
ENSMUSG00000058114	Or14j6	0	0
ENSMUSG00000058119	Gm5771	1	0
ENSMUSG00000058124	H2-M10.3	1	0
ENSMUSG00000058126	Tpm3-rs7	760.798	374.311
ENSMUSG00000058132	Vmn1r82	3	0
ENSMUSG00000058135	Gstm1	10130.905	6343.769
ENSMUSG00000058145	Adamts17	12	2
ENSMUSG00000058147	Xlr3c	0	0
ENSMUSG00000058152	Chsy3	144	160
ENSMUSG00000058153	Sez6l	26	1
ENSMUSG00000058159	T2	7	2.084
ENSMUSG00000058163	Gm5431	652.856	654.55
ENSMUSG00000058172	Krtap6-1	0	0
ENSMUSG00000058173	Smco4	176	108
ENSMUSG00000058174	Gm5148	421.993	236.563
ENSMUSG00000058176	Gm5407	0	0
ENSMUSG00000058183	Mmel1	3	2
ENSMUSG00000058186	Zfp980	0	0
ENSMUSG00000058188	Or11h7	0	0
ENSMUSG00000058192	Zfp846	536.065	450.999
ENSMUSG00000058194	Or12e7	0	0
ENSMUSG00000058200	Or51b4	1	0
ENSMUSG00000058207	Serpina3k	500.324	0
ENSMUSG00000058216	Gstp3	115.013	112
ENSMUSG00000058230	Arhgap35	7416.292	5278
ENSMUSG00000058239	Usf2	2809.712	1994.999
ENSMUSG00000058240	Cryzl1	2193.772	1221.791
ENSMUSG00000058244	Or5p78	1	0
ENSMUSG00000058246	Gm10037	15	9
ENSMUSG00000058248	Kcnh1	139	26
ENSMUSG00000058250	Tas2r138	1	0
ENSMUSG00000058251	Or6c69c	8.788	0
ENSMUSG00000058252	Tcp11x2	1	0
ENSMUSG00000058254	Tspan7	645	512
ENSMUSG00000058258	Idi1	13440.852	13476.577
ENSMUSG00000058260	Serpina9	979	547
ENSMUSG00000058267	Mrps14	2207.001	2188
ENSMUSG00000058270	Or8c9	0	0
ENSMUSG00000058275	Or1d2	0	0
ENSMUSG00000058281	Gm10038	0	0
ENSMUSG00000058287	Gm12253	0	0
ENSMUSG00000058290	Espl1	1844.001	2015.999
ENSMUSG00000058291	Zfp68	2689.085	2442.701
ENSMUSG00000058295	Prp2	0	0
ENSMUSG00000058297	Spock2	51.015	14
ENSMUSG00000058298	Mcm9	1136.563	1009.17
ENSMUSG00000058301	Upf1	8391.696	6545.318
ENSMUSG00000058317	Ube2e2	815	723.067
ENSMUSG00000058318	Phf21a	2756.001	2520.326
ENSMUSG00000058325	Dock1	10757	9634
ENSMUSG00000058328	Xlr5a	0	0
ENSMUSG00000058331	Zfp85	134.839	93.448
ENSMUSG00000058349	Tas2r117	0	0
ENSMUSG00000058351	Uqcc5	261	313
ENSMUSG00000058354	Krt6a	119.872	51.185
ENSMUSG00000058355	Abce1	10056.999	10588.999
ENSMUSG00000058357	Gm6612	2.001	0
ENSMUSG00000058360	Gm10040	6.604	7.235
ENSMUSG00000058368	Krtap21-1	0	0
ENSMUSG00000058385	H2bc8	34.548	48.944
ENSMUSG00000058388	Phtf1	1787.225	1412.025
ENSMUSG00000058392	Rrp1b	2582.112	1893.691
ENSMUSG00000058396	Gpr182	41	12
ENSMUSG00000058398	Prss43	1	0
ENSMUSG00000058400	Qrfpr	1	0
ENSMUSG00000058402	Zfp420	218	126.001
ENSMUSG00000058407	Txndc9	4454.862	4013.977
ENSMUSG00000058420	Syt17	107	121.999
ENSMUSG00000058427	Cxcl2	4121.469	11853.283
ENSMUSG00000058430	Rpl27a-ps2	1	0
ENSMUSG00000058435	Btnl4	0	0
ENSMUSG00000058440	Nrf1	1811.999	1655.959
ENSMUSG00000058441	Panx2	28	5
ENSMUSG00000058443	Rpl10-ps3	1017.007	462.189
ENSMUSG00000058444	Map2k5	1332	1108
ENSMUSG00000058446	Znrf2	4023	2729.196
ENSMUSG00000058447	Gm26920	51.941	0
ENSMUSG00000058454	Dhcr7	3250.419	5154.002
ENSMUSG00000058463	Gm5471	0	0
ENSMUSG00000058470	Gm8369	2	0
ENSMUSG00000058486	Wdr91	691.652	683.001
ENSMUSG00000058488	Kl	35	4
ENSMUSG00000058491	Or7e175	1.533	0
ENSMUSG00000058492	Scp2-ps2	29.853	24.369
ENSMUSG00000058498	Rnf207	34.999	31
ENSMUSG00000058499	Pip	1481	2
ENSMUSG00000058503	Fam133b	1232.036	1009.001
ENSMUSG00000058508	Gm10042	0	0
ENSMUSG00000058513	Or6c211	1	0
ENSMUSG00000058515	Or8d1b	3	0
ENSMUSG00000058523	Mup5	1	0
ENSMUSG00000058537	AW822073	1.87	0
ENSMUSG00000058542	Gm15590	83.139	20.501
ENSMUSG00000058546	Rpl23a	36595.146	34049.786
ENSMUSG00000058550	Dppa4	0	0
ENSMUSG00000058558	Rpl5	42085.963	37195.821
ENSMUSG00000058567	Gm2531	1.003	1.005
ENSMUSG00000058568	Defb50	0	0
ENSMUSG00000058569	Tmed9	17070	17088
ENSMUSG00000058571	Gpc6	39	0
ENSMUSG00000058579	Cela2a	2	3
ENSMUSG00000058581	Gm5801	29.59	19.24
ENSMUSG00000058586	Serhl	1517.524	1877.25
ENSMUSG00000058587	Tmod3	10385	8236
ENSMUSG00000058589	Anks1b	37.001	8
ENSMUSG00000058590	Gm6462	130.392	6.01
ENSMUSG00000058594	Fbh1	4903.999	3639
ENSMUSG00000058600	Rpl30	21840.536	18672.756
ENSMUSG00000058603	Rpl28-ps1	271.633	89.316
ENSMUSG00000058607	Rpl31-ps20	9.106	1
ENSMUSG00000058613	Cyp2d41-ps	0	0
ENSMUSG00000058618	Defa39	0	0
ENSMUSG00000058620	Adra2b	6	0
ENSMUSG00000058622	Gm5265	0	0
ENSMUSG00000058624	Gda	18469.001	9551.834
ENSMUSG00000058625	Gm17383	141.083	30.698
ENSMUSG00000058626	Capn11	4	1
ENSMUSG00000058628	Or8b12b	2	0
ENSMUSG00000058631	Vmn1r63	0	0
ENSMUSG00000058638	Zfp110	2311.823	1470
ENSMUSG00000058643	Speer4f1	0	6
ENSMUSG00000058655	Eif4b	30625.809	25907.988
ENSMUSG00000058656	Samd12	5648.001	5727
ENSMUSG00000058659	Or7e165	0	0
ENSMUSG00000058662	Or52a5b	3	0
ENSMUSG00000058665	En1	12	1
ENSMUSG00000058669	Nkx2-9	1.005	0
ENSMUSG00000058670	Dmtf1l	1	0
ENSMUSG00000058672	Tubb2a	5421.62	6006.769
ENSMUSG00000058685	Vmn2r51	1.817	0
ENSMUSG00000058690	Ccser2	13928.407	13316
ENSMUSG00000058692	Or7g28	2	0
ENSMUSG00000058700	Rpl21-ps12	0	0
ENSMUSG00000058704	Memo1	2319.024	1838.014
ENSMUSG00000058706	0610030E20Rik	2159.848	1406.951
ENSMUSG00000058709	Egln2	2853	1603
ENSMUSG00000058715	Fcer1g	52	14
ENSMUSG00000058717	Lypd11	2	0
ENSMUSG00000058725	Gm11937	0	0
ENSMUSG00000058728	Cd300c	5	0
ENSMUSG00000058729	Lin9	827.001	874.999
ENSMUSG00000058740	Kcnt1	511.001	1
ENSMUSG00000058741	Prr19	3	0
ENSMUSG00000058743	Kcnj14	10.001	7
ENSMUSG00000058745	Gm9174	0	0
ENSMUSG00000058748	Zfp958	375	302.434
ENSMUSG00000058755	Osm	17.024	0
ENSMUSG00000058756	Thra	1218.012	1334.652
ENSMUSG00000058761	Rnf169	2077.975	1360
ENSMUSG00000058773	H1f5	10	23
ENSMUSG00000058793	Cds2	5891.691	6411
ENSMUSG00000058794	Nfe2	70.999	60
ENSMUSG00000058799	Nap1l1	24469.237	15479.381
ENSMUSG00000058802	Or1o2	1	0
ENSMUSG00000058806	Col13a1	6	1
ENSMUSG00000058807	Or2t49	0	0
ENSMUSG00000058809	Hspd1-ps3	797.545	135.656
ENSMUSG00000058812	0610039K10Rik	56.858	9.754
ENSMUSG00000058816	Ppp1r2-ps3	1.275	0
ENSMUSG00000058818	Pirb	110.171	19.65
ENSMUSG00000058820	Or8g17	2	0
ENSMUSG00000058831	Opn1sw	5.001	0
ENSMUSG00000058833	Rex1bd	1358.001	1123.999
ENSMUSG00000058835	Abi1	8059.586	7147.948
ENSMUSG00000058838	Rps27a-ps2	438.528	119.122
ENSMUSG00000058856	Or8g33	0	0
ENSMUSG00000058869	Gm4832	0	0
ENSMUSG00000058873	Gm5582	0	0
ENSMUSG00000058881	Zfp516	2898.999	2574
ENSMUSG00000058883	Zfp708	82.022	27.538
ENSMUSG00000058884	Or5m13	0	1
ENSMUSG00000058886	Deaf1	1936.008	1491
ENSMUSG00000058897	Col25a1	8	2
ENSMUSG00000058900	Rsl1	650.223	631.014
ENSMUSG00000058904	Or9s23	0	1
ENSMUSG00000058905	Gm10051	1.366	0
ENSMUSG00000058908	Pla2g2a	0	0
ENSMUSG00000058914	C1qtnf3	58.406	9
ENSMUSG00000058921	Slc10a5	19	6
ENSMUSG00000058922	Gm10052	895.386	486.571
ENSMUSG00000058925	Ccdc192	4	1
ENSMUSG00000058927	Gm10053	283.505	248.063
ENSMUSG00000058932	Gm2174	0	6.838
ENSMUSG00000058933	Gm5185	18.002	1
ENSMUSG00000058934	Igf1os	2	1
ENSMUSG00000058935	Tex48	0	0
ENSMUSG00000058952	Cfi	21546	4999
ENSMUSG00000058953	Gm4822	1	0
ENSMUSG00000058966	Tlcd3b	22	3
ENSMUSG00000058975	Kcnc1	34	2
ENSMUSG00000058976	Usp17lc	10.397	1
ENSMUSG00000058979	Hdhd5	774	646
ENSMUSG00000058981	Or10j7	0	0
ENSMUSG00000058997	Vwa8	2572.601	2751.999
ENSMUSG00000059003	Grin2a	35.737	12
ENSMUSG00000059005	Hnrnpa3	56270.164	56995.026
ENSMUSG00000059013	Sh2d3c	435	403.001
ENSMUSG00000059014	Gm5409	0	0
ENSMUSG00000059022	Kcp	46.006	51
ENSMUSG00000059023	Or4c11b	0	0
ENSMUSG00000059027	9630013D21Rik	37	14
ENSMUSG00000059030	Or14j7	3	0
ENSMUSG00000059031	Or5p58	15.632	4.161
ENSMUSG00000059033	Rpl18a-ps1	374.845	7.057
ENSMUSG00000059040	Eno1b	828.447	422.105
ENSMUSG00000059042	Klk1b9	0	0
ENSMUSG00000059043	Or2c1	4	0
ENSMUSG00000059049	Frem1	9	1
ENSMUSG00000059058	Tma7-ps	62.245	30.736
ENSMUSG00000059060	Rad51b	141	252
ENSMUSG00000059064	Gm10059	32.99	1.073
ENSMUSG00000059069	Or11h4	0	0
ENSMUSG00000059070	Rpl18	23147.645	16668.001
ENSMUSG00000059077	Pth	0	0
ENSMUSG00000059087	Or2ag16	3	0
ENSMUSG00000059089	Fcgr4	22	2
ENSMUSG00000059105	Or9i16	0	0
ENSMUSG00000059106	Or10d4c	1	0
ENSMUSG00000059108	Ifitm6	615.001	383
ENSMUSG00000059112	Or4c52	1	0
ENSMUSG00000059113	Gm10061	0	0
ENSMUSG00000059114	Lrrc74a	1	0
ENSMUSG00000059119	Nap1l4	8841.999	7475.999
ENSMUSG00000059128	Ifnl2	1.996	1
ENSMUSG00000059134	Or6c70	8	0
ENSMUSG00000059136	Or13a25	63	11
ENSMUSG00000059142	Zfp945	575.123	197.126
ENSMUSG00000059146	Ntrk3	15	0
ENSMUSG00000059149	Mfsd4a	1847	1057
ENSMUSG00000059150	Rpl26-ps4	14.011	0
ENSMUSG00000059159	Gm8129	0	0
ENSMUSG00000059169	Krt40	4	0
ENSMUSG00000059173	Pde1a	7	5
ENSMUSG00000059179	Gm8991	24.221	17.867
ENSMUSG00000059182	Skap2	4405.997	3559
ENSMUSG00000059183	Mtfmt	1061	937
ENSMUSG00000059187	Tafa1	15	0
ENSMUSG00000059189	Or8b49	0	1
ENSMUSG00000059195	Gm12715	2996.593	1027.799
ENSMUSG00000059201	Lep	55	1
ENSMUSG00000059203	Il1rapl2	3	0
ENSMUSG00000059205	Or10ag60	1	0
ENSMUSG00000059206	Vmn1r71	3	0
ENSMUSG00000059208	Hnrnpm	21445.069	16878.824
ENSMUSG00000059213	Ddn	32.384	6
ENSMUSG00000059218	Pramel26	1	0
ENSMUSG00000059229	Gm6802	3	0
ENSMUSG00000059230	Defb4	3	0
ENSMUSG00000059237	Ppp1r2-ps4	10.651	4.254
ENSMUSG00000059244	Gm10062	1	0
ENSMUSG00000059246	Foxb1	12	12.024
ENSMUSG00000059248	Septin9	23339.95	22088.999
ENSMUSG00000059251	Or1j16	0	0
ENSMUSG00000059252	Tpt1-ps5	36.332	1.103
ENSMUSG00000059256	Gzmd	0	0
ENSMUSG00000059263	Usp47	12461	10132.991
ENSMUSG00000059273	Zc3h4	5157.748	3689.839
ENSMUSG00000059277	R74862	119	32
ENSMUSG00000059278	Naa38	1260.611	1044.127
ENSMUSG00000059279	Or2t43	0	0
ENSMUSG00000059280	Vpreb1b	0	0
ENSMUSG00000059288	Cdyl	1317.036	953
ENSMUSG00000059291	Rpl11	27468.621	27607.142
ENSMUSG00000059301	Gm5434	1	0
ENSMUSG00000059303	Or7g21	3	0
ENSMUSG00000059305	Vpreb1a	9	6
ENSMUSG00000059316	Slc27a4	4645	4310
ENSMUSG00000059319	Or14c41	3.004	0
ENSMUSG00000059323	Tonsl	1740.005	1400
ENSMUSG00000059325	Hopx	107.946	22
ENSMUSG00000059326	Csf2ra	1413.999	1251.999
ENSMUSG00000059327	Eda	190.999	69
ENSMUSG00000059334	Zfp36l3	7.001	4
ENSMUSG00000059336	Slc14a1	3148	739
ENSMUSG00000059343	Aldoart1	33.748	37.543
ENSMUSG00000059352	Gm10064	0	1
ENSMUSG00000059355	Wdr83os	2187.881	1677.515
ENSMUSG00000059361	Nrsn2	4.999	0
ENSMUSG00000059363	Fxn	581.08	628.001
ENSMUSG00000059366	Or10d1	2	0
ENSMUSG00000059371	Or6k14	1	0
ENSMUSG00000059375	Vmn1r33	3	0
ENSMUSG00000059379	Or9g8	3	0
ENSMUSG00000059382	Tas2r120	0	0
ENSMUSG00000059383	Gfral	3	0
ENSMUSG00000059395	Nkapl	22	4
ENSMUSG00000059397	Or1x2	5.259	0
ENSMUSG00000059401	Mamld1	78	46
ENSMUSG00000059406	Tmprss9	9.004	2
ENSMUSG00000059408	Mrgprh	5	0
ENSMUSG00000059409	Ppp2r5d	4841.918	4613.032
ENSMUSG00000059410	Tas2r125	1	0
ENSMUSG00000059411	Or2a20	2	0
ENSMUSG00000059412	Fxyd2	133.999	367
ENSMUSG00000059422	Gm8116	384.663	763.5
ENSMUSG00000059423	Zfp933	540.418	585
ENSMUSG00000059429	Or1l4	3	0
ENSMUSG00000059430	Actg2	25.897	4
ENSMUSG00000059434	Gckr	44	29
ENSMUSG00000059436	Max	7127.918	6219.001
ENSMUSG00000059439	Bcas3	1434.3	1100.98
ENSMUSG00000059447	Hadhb	3836.783	2955.513
ENSMUSG00000059455	Plac8l1	1	0
ENSMUSG00000059456	Ptk2b	1646	644.999
ENSMUSG00000059460	Or10ad1b	8	0
ENSMUSG00000059461	Gm7331	461.009	45.695
ENSMUSG00000059463	Spag11b	1	0
ENSMUSG00000059473	Or10g9	0	0
ENSMUSG00000059474	Mbtd1	2860.998	1763.001
ENSMUSG00000059475	Zfp426	1266.2	1030.001
ENSMUSG00000059479	B3gnt8	209.727	55.489
ENSMUSG00000059481	Plg	136.934	2
ENSMUSG00000059482	Cfap418	551	496
ENSMUSG00000059483	Gm5528	2.002	0
ENSMUSG00000059486	Kbtbd2	2454.277	1632.955
ENSMUSG00000059488	Or4k15	0	0
ENSMUSG00000059493	Nhs	313.272	9
ENSMUSG00000059495	Arhgef12	10567.451	7276.846
ENSMUSG00000059498	Fcgr3	81.92	11.956
ENSMUSG00000059503	Or10x4	0	0
ENSMUSG00000059504	Or2t44	1.506	0
ENSMUSG00000059518	Znhit1	2536.358	2460.733
ENSMUSG00000059534	Uqcr10	3057	3235.999
ENSMUSG00000059540	Tcea2	237.001	160
ENSMUSG00000059547	Fbxw26	0	1
ENSMUSG00000059552	Trp53	838.03	5949.99
ENSMUSG00000059554	Ccdc28a	413	161.001
ENSMUSG00000059555	Tor4a	6082	4469
ENSMUSG00000059562	Ccdc154	0	3
ENSMUSG00000059565	Gm5292	6.016	3.002
ENSMUSG00000059571	Gm16218	1	0
ENSMUSG00000059585	Ube2nl	0	0
ENSMUSG00000059586	Nsmce2	1466	1564
ENSMUSG00000059588	Calcrl	30	2
ENSMUSG00000059595	Or8g21	0	0
ENSMUSG00000059602	Syn3	213.379	116.876
ENSMUSG00000059606	Rnase2b	1	0
ENSMUSG00000059610	Or2b11	1	0
ENSMUSG00000059623	Or7d9	1	0
ENSMUSG00000059625	Sohlh1	2	0
ENSMUSG00000059626	Rhox3e	0.5	0
ENSMUSG00000059631	1500035N22Rik	2	0
ENSMUSG00000059632	Krtap8-1	3	1
ENSMUSG00000059639	Clec4a4	0	1
ENSMUSG00000059645	Gm7361	0	0
ENSMUSG00000059647	Cbx3-ps7	41.198	12.622
ENSMUSG00000059648	Rnase11	0	0
ENSMUSG00000059654	Reg1	0	0
ENSMUSG00000059657	Stfa2l1	21	3
ENSMUSG00000059658	Mif-ps6	59.753	9.149
ENSMUSG00000059659	Gm10069	154.594	86.64
ENSMUSG00000059663	Samt2b	0	0
ENSMUSG00000059668	Krt4	4669.072	3842.56
ENSMUSG00000059669	Taf1b	856.755	652.87
ENSMUSG00000059674	Cdh24	786.474	992
ENSMUSG00000059687	Or1o11	0	0
ENSMUSG00000059689	Zfp637	1150.002	746
ENSMUSG00000059690	1700020N15Rik	1.528	0
ENSMUSG00000059695	1700019M22Rik	0	0
ENSMUSG00000059706	A830035A12Rik	2	0
ENSMUSG00000059708	Akap17b	319	343
ENSMUSG00000059713	Rcan3	2465.999	3506
ENSMUSG00000059714	Flot1	2525.998	1617
ENSMUSG00000059729	Or2y1	1	0
ENSMUSG00000059734	Ndufs8	3547	4346.979
ENSMUSG00000059741	Myl3	0	1
ENSMUSG00000059742	Kcnh7	108.762	69.721
ENSMUSG00000059743	Fdps	19495.586	37239.096
ENSMUSG00000059751	Rps3a3	782.147	64.162
ENSMUSG00000059762	Or6c8	2.854	0
ENSMUSG00000059763	Taar2	0	0
ENSMUSG00000059768	Or56a42-ps1	0	0
ENSMUSG00000059772	Slx1b	775.951	490.388
ENSMUSG00000059775	Rps26-ps1	183.104	153.532
ENSMUSG00000059776	Rpl13-ps6	18.399	5.703
ENSMUSG00000059791	Nrm	424.589	660.074
ENSMUSG00000059796	Eif4a1	52305.511	51015.345
ENSMUSG00000059810	Rgs3	2203.368	1968.724
ENSMUSG00000059811	Atl2	5582.076	6068
ENSMUSG00000059816	Shisal2a	0	0
ENSMUSG00000059820	Nkapd1	1702.088	1253.293
ENSMUSG00000059821	Or7g29	0	0
ENSMUSG00000059824	Dbp	945.973	377.21
ENSMUSG00000059827	Gm5670	0	0
ENSMUSG00000059830	Gm16380	2	1
ENSMUSG00000059832	Kprp	0	1
ENSMUSG00000059834	Sclt1	763	525
ENSMUSG00000059835	Rpl13-ps3	19.28	3.281
ENSMUSG00000059839	Zfp874b	363.109	149.274
ENSMUSG00000059842	Zfp341	431.97	323
ENSMUSG00000059845	Gm11567	0	1
ENSMUSG00000059851	Kmt5c	2011	1271
ENSMUSG00000059852	Kcng2	5	0
ENSMUSG00000059854	Hydin	17	6
ENSMUSG00000059857	Ntng1	2.997	0
ENSMUSG00000059862	Or9k2b	0	1
ENSMUSG00000059864	Or2y1g	3.984	0
ENSMUSG00000059866	Tnip2	1788.999	1280.999
ENSMUSG00000059867	Or10d4b	1	0
ENSMUSG00000059873	Or5m11b	0	0
ENSMUSG00000059874	Or52e19b	0	0
ENSMUSG00000059877	Dph3b-ps	0	0
ENSMUSG00000059878	Zfp422	2778.463	1721.022
ENSMUSG00000059883	Irak4	2234.105	1920.112
ENSMUSG00000059887	Or4e5	0	0
ENSMUSG00000059890	Ube4a	6507	5228.467
ENSMUSG00000059891	Tsks	1.008	1
ENSMUSG00000059895	Ptp4a3	1474	1082
ENSMUSG00000059897	Zfp930	774	614.223
ENSMUSG00000059898	Dsc3	7.002	0
ENSMUSG00000059900	Tmem40	1225.001	1033.999
ENSMUSG00000059901	Adamts14	8.002	2
ENSMUSG00000059908	Mug1	557.428	1.262
ENSMUSG00000059910	Or4x11	2.362	0
ENSMUSG00000059912	Rpl21-ps6	1.057	3.159
ENSMUSG00000059920	4930453N24Rik	1911.86	1078
